Districts,Palika,HLCIT_CODE,cbs code,Total_NE,Total_PE,Agriculture_NE,Agriculture_PE,Manufacturing_NE,Manufacturing_PE,Construction_NE,Construction_PE,Wholesales_NE,Wholesales_PE,Transportations_NE,Transportations_PE,Accommodations_NE,Accommodations_PE,Financial_NE,Financial_PE,Education_NE,Education_PE,Social_Work_NE,Social_Work_PE,Real_Eastate_NE,Real_Eastate_PE
Rasuwa,Kalika Gaunpalika,524 3 29 4 004,30304,312,948,14,50,30,75,1,10,140,325,3,9,73,182,6,25,16,185,4,22,25,65
Rasuwa,Naukunda Gaunpalika,524 3 29 4 005,30305,209,552,18,39,23,37,0,0,118,224,0,0,11,24,0,0,28,190,7,25,4,13
Rasuwa,Parbatikunda Gaunpalika,524 3 29 4 001,30302,159,598,14,32,2,3,2,172,56,97,6,6,31,65,1,2,12,105,6,34,29,82
Rasuwa,Uttargaya Gaunpalika,524 3 29 4 003,30303,233,657,14,32,29,68,4,12,103,201,1,4,33,65,13,49,20,183,5,21,11,22
Rautahat,Boudhimai Municipality,524 2 32 3 010,20611,586,1455,5,20,67,405,3,8,357,524,6,31,47,80,5,28,25,226,7,32,64,101
Rautahat,Brindaban Municipality,524 2 32 3 005,20605,552,2947,11,33,102,1801,1,1,329,649,9,21,19,42,2,9,15,179,11,39,53,173
Rautahat,Chandrapur Municipality,524 2 32 3 002,20601,2865,9285,49,216,293,2355,24,136,1754,3441,15,104,367,881,56,267,74,1119,35,246,198,520
Rautahat,Dewahi Gonahi Municipality,524 2 32 3 007,20609,271,559,0,0,20,46,0,0,195,295,3,4,10,15,0,0,19,145,4,25,20,29
Rautahat,Durga Bhagawati Gaunpalika,524 2 32 4 002,20615,335,736,0,0,22,68,1,2,242,350,2,9,15,44,3,10,18,171,5,39,27,43
Rautahat,Gadhimai Municipality,524 2 32 3 009,20606,433,1227,0,0,56,252,0,0,289,575,3,11,17,50,3,10,22,215,7,48,36,66
Rautahat,Garuda Municipality,524 2 32 3 008,20608,1489,5377,23,100,174,1669,10,62,924,1972,18,62,104,258,23,146,38,564,26,170,149,374
Rautahat,Gaur Municipality,524 2 32 3 015,20617,1208,3915,0,0,115,347,2,3,719,1475,10,372,122,338,20,177,35,598,17,273,168,332
Rautahat,Gujara Municipality,524 2 32 3 001,20602,709,3799,3,8,66,1181,7,27,477,846,5,13,47,89,2,7,39,383,6,41,57,1204
Rautahat,Ishanath Municipality,524 2 32 3 013,20618,497,1172,4,8,60,213,0,0,273,442,2,7,79,156,1,5,25,223,8,34,45,84
Rautahat,Katahariya Municipality,524 2 32 3 004,20604,711,3001,66,235,94,1338,2,8,391,756,6,17,41,100,16,88,32,261,13,69,50,129
Rautahat,Madhav Narayan Municipality,524 2 32 3 011,20607,478,1878,6,8,78,1074,0,0,293,403,4,12,30,52,1,2,27,229,9,54,30,44
Rautahat,Maulapur Municipality,524 2 32 3 006,20610,360,783,6,28,42,103,2,3,230,386,0,0,30,70,1,2,12,118,1,3,36,70
Rautahat,Paroha Municipality,524 2 32 3 012,20612,470,801,14,17,56,104,4,17,282,361,1,1,33,48,2,2,17,134,10,48,51,69
Rautahat,Phatuwa Bijayapur Municipality,524 2 32 3 003,20603,603,1603,15,33,48,118,0,0,376,625,2,6,39,80,2,10,23,168,7,114,91,449
Rautahat,Rajdevi Municipality,524 2 32 3 016,20616,307,703,11,20,33,52,0,0,202,311,0,0,12,19,0,0,22,227,4,25,23,49
Rautahat,Rajpur Municipality,524 2 32 3 014,20613,550,1386,3,15,80,220,1,1,323,619,1,1,64,150,2,6,11,139,5,48,60,187
Rautahat,Yamunamai Gaunpalika,524 2 32 4 001,20614,366,638,1,2,40,123,1,2,249,339,2,3,24,44,1,3,5,43,4,29,39,50
Rolpa,Duikholi Gaunpalika,524 5 54 4 002,50203,408,1144,10,171,28,37,0,0,254,328,4,25,56,70,1,2,43,347,3,18,9,146
Rolpa,Lungri Gaunpalika,524 5 54 4 008,50210,304,638,0,0,83,88,1,4,162,162,2,9,12,12,0,0,26,238,11,118,7,7
Rolpa,Madi Gaunpalika,524 5 54 4 004,10209,407,920,6,51,59,91,2,8,189,238,4,15,84,141,7,21,32,248,6,36,18,71
Rolpa,Rolpa Municipality,524 5 54 3 001,50207,1158,3352,11,49,165,367,2,34,546,849,10,326,208,410,19,87,85,648,22,137,90,445
Rolpa,Runtigadhi Gaunpalika,524 5 54 4 009,50208,560,2561,5,9,75,148,0,0,273,370,7,43,75,135,11,702,59,434,29,690,26,30
Rolpa,Subarnabati Gaunpalika,524 5 54 4 001,50204,882,2079,19,38,165,353,1,2,437,661,4,14,131,239,20,79,48,399,17,194,40,100
Rolpa,Sukidaha Gaunpalika,524 5 54 4 005,50201,457,986,3,3,63,86,6,23,244,338,2,7,66,112,3,4,41,341,7,38,22,34
Rolpa,Sunchhahari Gaunpalika,524 5 54 4 007,50209,302,1930,21,333,52,137,3,5,116,266,1,5,24,57,1,14,32,219,34,619,18,275
Rolpa,Thawang Gaunpalika,524 5 54 4 003,50202,244,716,9,79,31,87,3,3,133,198,2,4,23,35,5,23,24,179,4,27,10,81
Rolpa,Tribeni Gaunpalika,524 5 54 4 006,50206,372,1130,5,10,45,69,1,2,191,326,1,1,57,114,4,5,40,369,10,195,18,39
Rukum West,Aathabisakot Municipality,524 6 52 3 001,60605,604,1395,21,29,44,86,2,5,352,565,1,6,86,173,7,27,57,409,12,42,22,53
Rukum West,Banphikot Gaunpalika,524 6 52 4 002,60803,360,876,22,24,17,36,3,13,188,269,3,10,36,60,1,3,49,389,19,48,22,24
Rukum East,Bhoome Gaunpalika,524 5 77 4 003,50103,280,745,5,6,14,17,3,7,163,283,4,11,30,62,1,3,37,291,11,46,12,19
Rukum West,Chaurjahari Municipality,524 6 52 3 002,60806,682,1642,3,6,71,164,3,16,397,527,3,16,101,184,9,60,52,491,14,139,29,39
Rukum West,Musikot Municipality,524 6 52 3 003,50404,1433,4105,29,54,180,415,11,76,718,1221,12,113,238,472,35,198,83,864,24,177,103,515
Rukum East,Putha Uttanganga Gaunpalika,524 5 77 4 002,50101,276,712,0,0,8,13,6,15,157,244,2,8,28,39,2,2,43,317,8,46,22,28
Rukum West,Sanibheri Gaunpalika,524 6 52 4 001,60802,420,1018,27,43,43,81,8,14,190,302,3,7,35,64,23,31,52,400,20,50,19,26
Rukum East,Sisne Gaunpalika,524 5 77 4 001,50102,464,1145,1,2,35,75,0,0,301,523,3,7,51,103,7,30,37,320,7,42,22,43
Rukum West,Tribeni Gaunpalika,524 6 52 4 003,50206,495,1144,15,24,45,81,5,8,280,453,1,3,64,111,6,10,46,387,12,36,21,31
Rupandehi,Butwal Sub-Metropolitian City,524 5 48 2 001,50802,10142,38156,28,143,1000,6037,48,379,6229,16011,64,608,1512,5067,156,1332,182,4527,87,2020,836,2032
Rupandehi,Devdaha Municipality,524 5 48 3 002,50801,2171,7471,17,78,272,1821,8,31,1342,2895,4,36,273,659,33,180,50,1180,18,284,154,307
Rupandehi,Gaidahawa Gaunpalika,524 5 48 4 003,50805,1181,2558,9,20,97,242,5,17,719,1256,2,4,145,295,37,65,36,457,15,27,116,175
Rupandehi,Kanchan Gaunpalika,524 5 48 4 001,50804,1169,2992,13,44,135,514,1,1,694,1307,3,7,173,338,10,56,30,580,3,4,107,141
Rupandehi,Kotahimai Gaunpalika,524 5 48 4 008,50814,954,2410,6,21,92,719,0,0,596,921,2,5,128,212,8,48,36,352,5,24,81,108
Rupandehi,Lumbini Sanskritik Municipality,524 5 48 3 004,50813,1958,4868,9,19,157,675,2,15,1275,2013,4,15,274,953,12,63,72,745,10,68,143,302
Rupandehi,Marchawari Gaunpalika,524 5 48 4 010,50816,745,1468,11,27,65,147,0,0,509,811,1,3,77,149,1,7,22,237,1,6,58,81
Rupandehi,Mayadevi Gaunpalika,524 5 48 4 005,50812,1740,10740,3,14,211,7212,5,46,1081,1993,3,49,222,432,6,21,53,712,2,12,154,249
Rupandehi,Om Satiya Gaunpalika,524 5 48 4 006,50809,1415,5131,21,130,146,1908,2,9,904,1930,13,85,188,491,7,27,29,321,7,46,98,184
Rupandehi,Rohini Gaunpalika,524 5 48 4 007,50810,1126,4260,30,85,122,1587,4,18,692,1547,3,12,131,287,8,38,41,465,9,41,86,180
Rupandehi,Sainamaina Municipality,524 5 48 3 001,50803,2428,6760,23,84,304,1374,15,87,1503,2816,4,48,320,755,27,144,42,1099,17,62,173,291
Rupandehi,Sammarimai Gaunpalika,524 5 48 4 009,50815,1148,2043,28,56,110,223,6,30,727,1006,3,9,134,201,6,12,35,296,6,55,93,155
Rupandehi,Siddharthanagar Municipality,524 5 48 3 005,50811,4467,16817,14,87,427,2431,22,265,2421,6255,39,291,792,2482,114,815,78,1719,46,780,514,1692
Rupandehi,Siyari Gaunpalika,524 5 48 4 004,50807,1290,4645,193,785,125,1133,8,131,641,1350,2,11,158,356,20,90,38,576,9,32,96,181
Rupandehi,Suddhodhan Gaunpalika,524 5 48 4 002,50806,1306,4371,47,204,132,1412,1,2,825,1595,3,18,139,331,23,84,26,551,2,10,108,164
Rupandehi,Tilottama Municipality,524 5 48 3 003,50808,5163,20082,61,486,627,5714,29,434,3072,6200,15,115,611,1818,122,639,105,3077,45,429,476,1170
Salyan,Bagachour Municipality,524 6 53 3 002,60905,1235,3713,64,511,158,457,8,66,604,1118,7,28,161,350,16,137,96,691,54,174,67,181
Salyan,Banagad Kupinde Municipality,524 6 53 3 001,60903,636,1636,28,54,59,123,0,0,360,699,5,13,84,177,7,40,71,467,13,49,9,14
Salyan,Chhatreshwori Gaunpalika,524 6 53 4 005,60906,517,1124,32,173,63,82,1,5,293,341,3,9,41,63,3,7,44,356,19,55,18,33
Salyan,Darma Gaunpalika,524 6 53 4 002,60901,340,957,6,15,23,38,0,0,219,413,1,6,28,60,3,24,39,333,5,38,16,30
Salyan,Dhorchaur Gaunpalika,524 6 53 4 003,60904,537,1776,26,212,40,58,8,80,294,459,4,11,26,48,10,64,51,396,57,372,21,76
Salyan,Kalimati Gaunpalika,524 6 53 4 004,60908,426,1058,10,35,59,78,1,1,218,402,6,32,37,72,7,14,56,322,11,37,21,65
Salyan,Kapurkot Gaunpalika,524 6 53 4 007,60910,338,804,4,9,25,50,0,0,206,303,4,18,40,88,6,25,27,244,18,53,8,14
Salyan,Kumakh Malika Gaunpalika,524 6 53 4 001,60902,268,744,9,53,25,44,0,0,150,265,0,0,33,63,3,41,26,217,13,19,9,42
Salyan,Sharada Municipality,524 6 53 3 003,60907,1329,4184,72,210,159,389,6,84,644,1239,19,329,169,404,46,182,76,753,39,194,99,400
Salyan,Tribeni Gaunpalika,524 6 53 4 006,50206,472,1023,13,28,63,107,3,7,262,365,2,5,54,104,10,47,35,292,12,44,18,24
Sankhuwasabha,Bhotkhola Gaunpalika,524 1 09 4 002,10201,293,1434,17,311,4,8,7,86,85,166,1,7,10,19,0,0,25,150,81,321,63,366
Sankhuwasabha,Chainapur Municipality,524 1 09 3 003,10208,1035,2434,69,127,99,187,11,49,524,941,7,43,98,222,21,62,70,550,37,105,99,148
Sankhuwasabha,Chichila Gaunpalika,524 1 09 4 004,10204,199,479,20,42,17,27,1,11,86,172,0,0,16,31,3,3,21,126,12,32,23,35
Sankhuwasabha,Dharmadevi Municipality,524 1 09 3 004,10210,527,1972,46,337,76,185,7,113,254,519,5,20,42,87,15,57,44,344,8,71,30,239
Sankhuwasabha,Khandabari Municipality,524 1 09 3 001,10206,1913,6597,63,344,208,727,11,611,970,1987,12,96,331,766,39,201,77,918,68,506,134,441
Sankhuwasabha,Madi Municipality,524 1 09 3 005,10209,421,1181,36,67,34,93,4,24,195,340,3,5,31,64,7,43,39,282,44,164,28,99
Sankhuwasabha,Makalu Gaunpalika,524 1 09 4 001,10202,437,1148,42,93,15,24,0,0,215,428,3,11,40,107,5,16,48,265,28,88,41,116
Sankhuwasabha,Panchakhapan Municipality,524 1 09 3 002,10207,591,1331,49,79,89,147,6,43,297,516,2,5,29,50,6,27,43,336,37,81,33,47
Sankhuwasabha,Sabhapokhari Gaunpalika,524 1 09 4 005,10205,220,547,18,21,20,36,1,17,122,228,0,0,16,30,2,5,28,177,8,25,5,8
Sankhuwasabha,Silichong Gaunpalika,524 1 09 4 003,10203,402,2104,37,341,42,131,10,111,143,239,3,8,21,30,32,313,40,246,28,254,46,431
Saptari,Agmisair Krishna Sabaran Gaunpalika,524 2 15 4 002,20103,769,1612,13,37,73,143,1,7,498,732,1,1,53,122,15,59,28,354,14,51,73,106
Saptari,Balan-Bihul Gaunpalika,524 2 15 4 004,20108,431,1019,4,11,55,127,0,0,235,446,2,7,37,69,1,2,23,181,12,47,62,129
Saptari,Belhi Chapena Gaunpalika,524 2 15 4 006,20111,638,1624,8,19,93,272,1,4,340,515,2,6,41,70,0,0,25,200,26,382,102,156
Saptari,Bishnupur Gaunpalika,524 2 15 4 007,20112,403,952,7,17,57,136,0,0,224,461,0,0,19,41,1,2,20,177,13,19,62,99
Saptari,Bode Barsain Municipality,524 2 15 3 006,20109,1020,2305,20,47,153,534,23,29,525,853,8,30,110,184,18,29,48,399,31,99,84,101
Saptari,Chhinnamasta Gaunpalika,524 2 15 4 008,20118,526,1481,5,79,57,187,2,6,328,609,2,7,32,55,2,6,27,208,5,20,66,304
Saptari,Dakneshwori Municipality,524 2 15 3 007,20110,943,2480,14,31,116,690,0,0,603,1074,0,0,45,83,5,23,37,331,16,71,107,177
Saptari,Hanumannagar Kankalini Municipality,524 2 15 3 009,20116,1152,2758,4,42,138,313,10,68,623,1191,5,17,89,237,8,30,44,418,41,123,190,319
Saptari,Kanchanrup Municipality,524 2 15 3 005,20102,1350,3097,22,37,168,425,3,14,810,1290,7,42,146,363,9,16,53,630,19,105,113,175
Saptari,Khadak Municipality,524 2 15 3 002,20106,1124,4052,4,78,155,1676,6,41,700,1252,3,8,84,167,17,94,57,510,19,102,79,124
Saptari,Mahadewa Gaunpalika,524 2 15 4 005,20114,593,1219,7,13,103,185,0,0,266,468,2,9,42,74,1,1,25,190,10,50,137,229
Saptari,Rajbiraj Municipality,524 2 15 3 008,20113,2469,7227,11,28,257,1592,3,23,1463,2551,12,566,221,445,9,116,79,1023,39,298,375,585
Saptari,Rupani Gaunpalika,524 2 15 4 001,20104,552,2081,2,7,61,890,0,0,328,641,2,15,37,76,7,29,18,209,10,106,87,108
Saptari,Saptakoshi Municipality,524 2 15 3 004,20101,936,1973,7,33,79,187,1,1,640,1058,1,3,110,182,8,49,20,248,13,90,57,122
Saptari,Shambhunath Municipality,524 2 15 3 003,20105,961,2186,23,74,115,361,2,6,623,974,1,2,66,119,7,30,39,386,9,61,76,173
Saptari,Surunga Municipality,524 2 15 3 001,20107,1253,3399,10,19,149,1078,0,0,673,1128,8,23,97,176,19,66,41,388,32,102,224,419
Saptari,Tilathi Koiladi Gaunpalika,524 2 15 4 009,20117,561,1412,1,2,59,116,1,8,351,635,1,3,57,123,3,12,27,292,10,53,51,168
Saptari,Tirahut Gaunpalika,524 2 15 4 003,20115,614,1375,18,243,35,66,0,0,403,640,2,6,35,56,3,8,26,234,8,32,84,90
Sarlahi,Bagmati Municipality,524 2 19 3 001,20503,829,2664,31,121,82,188,6,22,487,1107,4,24,60,138,18,166,34,438,11,153,96,307
Sarlahi,Balara Municipality,524 2 19 3 011,20516,621,1291,41,77,85,286,1,7,371,459,3,10,46,78,2,11,37,278,7,46,28,39
Sarlahi,Barahathawa Municipality,524 2 19 3 004,20504,1767,3595,24,35,184,403,2,11,1169,1763,2,19,155,279,18,83,46,706,19,68,148,228
Sarlahi,Basbariya Gaunpalika,524 2 19 4 001,20513,325,639,5,6,44,74,0,0,203,283,2,4,25,29,1,13,25,187,5,26,15,17
Sarlahi,Bishnu Gaunpalika,524 2 19 4 008,20518,341,518,1,3,54,79,0,0,225,248,1,4,21,29,0,0,13,108,5,25,21,22
Sarlahi,Brahmapuri Gaunpalika,524 2 19 4 007,20509,348,666,14,18,28,46,1,2,223,270,3,7,36,57,0,0,20,218,4,25,19,23
Sarlahi,Chakraghatta Gaunpalika,524 2 19 4 004,20512,408,904,11,24,58,238,0,0,245,343,0,0,31,58,4,40,14,105,4,22,41,74
Sarlahi,Chandranagar Gaunpalika,524 2 19 4 002,20510,460,947,25,42,74,212,0,0,251,323,0,0,39,70,2,8,35,250,4,6,30,36
Sarlahi,Dhanakaul Gaunpalika,524 2 19 4 003,20514,282,528,1,3,26,54,0,0,200,287,1,3,15,31,1,4,12,93,7,21,19,32
Sarlahi,Godaita Municipality,524 2 19 3 008,20517,1016,1756,8,16,97,258,1,1,714,878,3,8,70,97,8,35,39,335,12,47,64,81
Sarlahi,Haripur Municipality,524 2 19 3 005,20505,673,1868,7,40,70,720,0,0,457,588,3,8,60,121,8,35,25,252,8,30,35,74
Sarlahi,Haripurwa Municipality,524 2 19 3 010,20507,435,1214,0,0,54,446,0,0,272,413,0,0,45,85,3,14,22,190,4,19,35,47
Sarlahi,Hariwan Municipality,524 2 19 3 002,20502,1428,5527,8,27,159,2002,1,5,891,1740,6,20,164,380,37,278,47,669,13,117,102,289
Sarlahi,Ishworpur Municipality,524 2 19 3 006,20506,1554,4228,7,226,176,539,1,20,1006,2017,1,1,155,362,19,107,62,719,9,47,118,190
Sarlahi,Kabilashi Municipality,524 2 19 3 007,20511,528,1288,6,8,72,401,0,0,331,422,2,3,34,70,3,5,31,298,6,27,43,54
Sarlahi,Kaudena Gaunpalika,524 2 19 4 006,20519,200,338,0,0,12,21,0,0,161,192,0,0,13,32,0,0,9,81,1,7,4,5
Sarlahi,Lalbandi Municipality,524 2 19 3 003,20501,2025,6392,23,206,223,843,4,26,1241,2127,9,70,241,558,52,1032,80,1189,26,151,126,190
Sarlahi,Malangawa Municipality,524 2 19 3 009,20520,1466,2845,3,6,149,486,1,3,981,1325,6,22,129,259,11,78,28,332,20,113,138,221
Sarlahi,Parsa Gaunpalika,524 2 19 4 009,20508,264,508,6,12,45,80,0,0,152,217,0,0,31,51,0,0,11,112,4,20,15,16
Sarlahi,Ramnagar Gaunpalika,524 2 19 4 005,20515,290,941,10,16,47,91,0,0,171,240,1,1,13,24,1,429,14,91,4,15,29,34
Sindhuli,Dudhouli Municipality,524 3 20 3 002,31101,1267,4823,123,1167,164,400,4,28,663,1401,5,20,102,225,22,240,96,895,34,169,54,278
Sindhuli,Ghyanglekha Gaunpalika,524 3 20 4 003,31107,275,1229,62,557,30,47,0,0,100,157,3,14,26,39,4,141,34,210,8,40,8,24
Sindhuli,Golanjor Gaunpalika,524 3 20 4 005,31104,659,3156,113,817,60,141,7,79,210,478,8,32,121,389,29,231,64,435,14,394,33,160
Sindhuli,Hariharpurgaghi Gaunpalika,524 3 20 4 001,31109,599,3405,158,1915,95,148,2,46,224,472,1,4,37,85,0,0,52,342,10,178,20,215
Sindhuli,Kamalamai Municipality,524 3 20 3 001,31105,2803,11128,230,1650,351,1071,18,323,1301,2672,20,180,410,1128,83,647,136,1554,45,424,209,1479
Sindhuli,Marin Gaunpalika,524 3 20 4 002,31108,548,1986,54,552,66,132,4,47,266,522,1,1,74,175,9,64,49,389,7,52,18,52
Sindhuli,Phikkal Gaunpalika,524 3 20 4 007,31102,356,1650,52,417,26,41,6,87,153,261,6,22,23,46,14,153,55,363,10,71,11,189
Sindhuli,Sunkoshi Gaunpalika,524 3 20 4 004,10407,590,2798,77,824,48,99,16,291,186,396,3,10,160,527,10,45,56,430,15,82,19,94
Sindhuli,Tinpatan Gaunpalika,524 3 20 4 006,31103,904,3910,140,1323,131,184,22,247,367,717,4,18,52,100,18,146,100,717,23,132,47,326
Sindhupalchok,Bahrabise Municipality,524 3 23 3 003,30209,883,2984,24,184,91,181,5,26,445,952,4,16,108,250,34,228,61,452,35,285,76,410
Sindhupalchok,Balephi Gaunpalika,524 3 23 4 006,30208,670,1657,21,60,84,189,2,8,385,723,9,22,93,189,7,76,32,279,13,59,24,52
Sindhupalchok,Bhotekoshi Gaunpalika,524 3 23 4 004,30201,301,1076,0,0,10,31,0,0,179,311,0,0,46,100,1,1,30,213,12,134,23,286
Sindhupalchok,Choutara Sangachowkgadhi Municipality,524 3 23 3 002,30207,1764,7501,67,535,259,607,28,382,753,1600,19,122,274,733,65,593,93,1004,109,1100,97,825
Sindhupalchok,Helambu Gaunpalika,524 3 23 4 001,30204,439,1720,16,70,47,106,6,48,177,415,1,1,93,271,6,60,36,349,15,98,42,302
Sindhupalchok,Indrawoti Gaunpalika,524 3 23 4 005,30206,970,4336,60,430,192,346,24,320,316,737,6,21,85,184,26,209,56,458,87,614,118,1017
Sindhupalchok,Jugal Gaunpalika,524 3 23 4 003,30202,613,1640,21,66,86,178,11,206,320,612,3,11,39,66,6,13,44,288,59,135,24,65
Sindhupalchok,Lisankhu Pakhar Gaunpalika,524 3 23 4 009,30211,495,1875,32,267,40,69,2,6,239,584,4,14,84,179,15,116,30,259,21,186,28,195
Sindhupalchok,Melanchi Municipality,524 3 23 3 001,30205,1458,5434,78,697,205,380,33,532,621,1167,9,29,226,508,43,277,84,749,68,572,91,523
Sindhupalchok,Panchpokhari Thangpal Gaunpalika,524 3 23 4 002,30203,576,2311,16,199,101,201,4,36,208,385,5,36,80,172,20,211,35,278,22,165,85,628
Sindhupalchok,Sunkoshi Gaunpalika,524 3 23 4 007,10407,546,1524,34,133,80,134,17,139,232,374,5,15,31,71,12,37,43,369,38,113,54,139
Sindhupalchok,Tripurasundari Gaunpalika,524 3 23 4 008,30210,361,891,18,38,51,107,13,58,172,304,3,10,15,32,8,22,30,211,29,75,22,34
Siraha,Arnama Gaunpalika,524 2 16 4 003,20209,244,888,0,0,40,387,0,0,159,284,0,0,12,34,6,18,12,118,4,29,11,18
Siraha,Aurahi Gaunpalika,524 2 16 4 004,20216,338,1389,8,25,38,742,0,0,227,412,0,0,23,45,1,2,17,102,5,30,19,31
Siraha,Bariyarpatti Gaunpalika,524 2 16 4 005,20215,553,1565,4,15,61,560,0,0,360,583,1,3,43,80,6,14,22,177,6,31,50,102
Siraha,Bhagawanpur Gaunpalika,524 2 16 4 009,20213,291,629,1,4,33,61,1,4,166,232,1,1,36,71,6,33,19,159,3,26,25,38
Siraha,Bishnupur Gaunpalika,524 2 16 4 002,20112,599,1196,3,5,80,185,2,8,386,550,1,2,45,83,5,15,24,242,10,37,43,69
Siraha,Dhangadhimai Municipality,524 2 16 3 004,20202,931,2360,21,94,104,277,5,19,585,1067,1,1,80,172,11,49,36,407,24,149,64,125
Siraha,Golbazar Municipality,524 2 16 3 003,20203,1287,5732,13,33,98,2780,1,1,924,1686,3,8,96,268,17,207,43,516,17,95,75,138
Siraha,Kalyanpur Municipality,524 2 16 3 006,20206,797,1766,1,1,73,166,0,0,589,1086,1,2,43,100,1,3,37,300,7,34,45,74
Siraha,Karjanha Municipality,524 2 16 3 001,20205,549,1227,6,18,59,163,1,3,380,652,0,0,51,105,1,3,19,170,8,76,24,37
Siraha,Lahan Municipality,524 2 16 3 005,20201,2126,6196,9,45,199,626,2,2,1405,3143,13,49,201,709,21,125,80,974,36,209,160,314
Siraha,Laxmipur Patari Gaunpalika,524 2 16 4 006,20211,474,2570,7,23,60,1076,0,0,298,526,1,3,38,72,5,463,25,263,7,37,33,107
Siraha,Mirchaiya Municipality,524 2 16 3 002,20204,1567,4972,6,16,124,463,7,94,1135,2479,6,26,101,297,24,461,42,764,30,154,92,218
Siraha,Naraha Gaunpalika,524 2 16 4 001,20207,389,1334,1,3,44,501,2,6,252,400,1,3,31,78,4,15,17,205,7,37,30,86
Siraha,Nawarajpur Gaunpalika,524 2 16 4 007,20214,187,393,0,0,24,44,0,0,120,148,2,9,11,12,0,0,22,153,3,22,5,5
Siraha,Sakhuwa Nankarkatti Gaunpalika,524 2 16 4 008,20212,177,458,0,0,19,39,0,0,107,153,0,0,14,30,3,10,21,173,7,44,6,9
Siraha,Siraha Municipality,524 2 16 3 008,20217,1896,5023,5,21,200,673,3,55,1304,2474,3,60,140,384,11,70,64,868,26,144,140,274
Siraha,Sukhipur Municipality,524 2 16 3 007,20210,732,2815,6,25,87,1156,0,0,466,933,0,0,60,134,14,82,31,335,10,47,58,103
Solukhumbu,Dhudha Koushika Gaunpalika,524 1 11 4 006,10305,456,4334,21,339,13,54,3,47,204,387,6,29,77,149,10,152,49,421,17,235,56,2521
Solukhumbu,Dhudhakoshi Gaunpalika,524 1 11 4 004,10304,263,898,5,21,13,25,8,20,86,204,3,7,57,155,4,8,33,287,22,87,32,84
Solukhumbu,Khumbu Pasanglhamu Gaunpalika,524 1 11 4 001,10301,702,2216,1,6,20,57,1,5,128,264,7,40,500,1517,8,88,7,71,8,62,22,106
Solukhumbu,Likhu Pike Gaunpalika,524 1 11 4 003,10308,189,2760,3,223,5,54,1,46,50,87,1,5,62,103,4,773,17,135,28,634,18,700
Solukhumbu,Mahakulung Gaunpalika,524 1 11 4 002,10302,369,1466,5,42,38,94,1,4,182,374,2,7,69,132,6,48,18,148,6,35,42,582
Solukhumbu,Necha Salyan Gaunpalika,524 1 11 4 005,10306,353,2981,22,485,36,88,1,5,141,302,3,11,46,123,20,577,39,336,12,356,33,698
Solukhumbu,Solu Dhudhakunda Municipality,524 1 11 3 001,10307,911,3333,18,330,84,208,3,10,314,616,6,61,348,762,9,305,57,408,21,192,51,441
Solukhumbu,Sotang Gaunpalika,524 1 11 4 007,10303,265,1146,8,108,24,38,0,0,118,210,2,11,53,104,3,38,24,196,8,94,25,347
Sunsari,Baraha Municipality,524 1 06 3 001,11302,2246,5396,20,73,309,717,2,7,1188,2083,7,40,376,694,43,243,86,1098,32,118,183,323
Sunsari,Barju Gaunpalika,524 1 06 4 006,11312,1087,3195,20,67,122,650,2,22,572,1086,4,14,151,278,17,108,53,452,19,52,127,466
Sunsari,Bhokraha Gaunpalika,524 1 06 4 002,11304,733,1540,10,66,87,199,0,0,441,572,1,3,59,115,2,16,54,349,19,57,60,163
Sunsari,Dewangunj Gaunpalika,524 1 06 4 005,11311,863,1928,41,106,94,354,2,8,395,598,3,10,72,133,12,37,96,398,18,57,130,227
Sunsari,Dharan Sub-Metropolitian City,524 1 06 2 001,11301,8433,30169,55,271,881,3679,47,199,4569,10651,53,378,1596,4488,148,1484,259,4621,72,2239,753,2159
Sunsari,Duhabi Municipality,524 1 06 3 004,11307,2176,13374,21,67,372,8050,12,81,1233,2874,8,33,245,543,24,275,62,836,30,153,169,462
Sunsari,Gadhi Gaunpalika,524 1 06 4 003,11308,679,1687,7,21,102,222,0,0,381,719,5,13,59,131,11,64,38,384,19,62,57,71
Sunsari,Harinagara Gaunpalika,524 1 06 4 004,11310,1014,2345,3,8,136,289,1,2,540,913,4,13,76,138,12,66,89,565,35,94,118,257
Sunsari,Inaruwa Municipality,524 1 06 3 003,11309,2557,7406,42,100,328,1236,16,165,1378,2669,12,54,302,721,49,273,90,1258,38,183,302,747
Sunsari,Itahari Sub-Metropolitian City,524 1 06 2 002,11306,8757,37440,55,182,1078,10085,21,132,4938,12006,75,472,1494,3478,137,4434,215,4525,76,529,668,1597
Sunsari,Koshi Gaunpalika,524 1 06 4 001,11303,1023,2128,9,24,88,186,2,4,611,907,2,6,165,360,6,45,48,394,19,63,73,139
Sunsari,Ramdhuni Municipality,524 1 06 3 002,11305,1968,6100,35,91,239,1593,2,7,1197,2342,6,27,233,512,27,187,64,963,25,135,140,243
Surkhet,Barahatal Gaunpalika,524 6 59 4 002,61007,515,1323,30,42,57,88,0,0,244,477,3,10,76,161,5,7,52,417,25,85,23,36
Surkhet,Bheriganga Municipality,524 6 59 3 002,61005,1410,3468,42,100,129,290,2,23,915,1653,6,48,165,368,20,110,66,664,18,82,47,130
